No,Platform,Phase/Delay,Indikator,Step Order,Task ID (Airflow),Tipe Step,Script/File,Config (.cfg),Parameter SP,SSH Host,Dependency,Status Convert,Tested/Untested,PIC,Catatan,DAG ID,Task Group,Source System,Target Layer,Tool Target GCP,Schedule/Cadence,Bukti Referensi,Priority,Due Date
1824,Cloudera,,Ldr,37,paralel_smw_purchasecontract,-,-,-,-,-,-,SKIP,Untested,NIO,Cloudera parallel branching — not needed in GCP.,LDR,,Cloudera,L3,SKIP (Orchestration),-,,P5,
1825,Cloudera,,Ldr,38,paralel_smw_stock,-,-,-,-,-,-,SKIP,Untested,NIO,Cloudera parallel branching — not needed in GCP.,LDR,,Cloudera,L3,SKIP (Orchestration),-,,P5,
1826,Cloudera,,Ldr,39,paralel_smw_stockdaysdealerarea,-,-,-,-,-,-,SKIP,Untested,NIO,Cloudera parallel branching — not needed in GCP.,LDR,,Cloudera,L3,SKIP (Orchestration),-,,P5,
1827,Cloudera,,Ldr,40,paralel_smw_stocksales,-,-,-,-,-,-,SKIP,Untested,NIO,Cloudera parallel branching — not needed in GCP.,LDR,,Cloudera,L3,SKIP (Orchestration),-,,P5,
1828,Cloudera,,Ldr,41,paralel_smw_workingdays,-,-,-,-,-,-,SKIP,Untested,NIO,Cloudera parallel branching — not needed in GCP.,LDR,,Cloudera,L3,SKIP (Orchestration),-,,P5,
1829,Cloudera,,Ldr,42,finish_astranet,-,-,-,-,-,-,SKIP,Untested,NIO,,LDR,,Cloudera,L3,SKIP (Orchestration),-,,P5,
1830,Cloudera,,Ldr,43,masterdealer_null,-,-,-,-,-,-,Belum Convert,Untested,NIO,Master data task — needs GCP Spark/BigQuery equivalent.,LDR,,Cloudera,L3,SSHOperator (Cloudera),-,,P5,
1831,Cloudera,,Ldr,44,mastermaindealer,-,-,-,-,-,-,Belum Convert,Untested,NIO,Master data task — needs GCP Spark/BigQuery equivalent.,LDR,,Cloudera,L3,SSHOperator (Cloudera),-,,P5,
1832,Cloudera,,Ldr,45,masterunittype,-,-,-,-,-,-,Belum Convert,Untested,NIO,Master data task — needs GCP Spark/BigQuery equivalent.,LDR,,Cloudera,L3,SSHOperator (Cloudera),-,,P5,
1833,Cloudera,,Ldr,46,monitoringstockpameran,-,-,-,-,-,-,Belum Convert,Untested,NIO,Master data task — needs GCP Spark/BigQuery equivalent.,LDR,,Cloudera,L3,SSHOperator (Cloudera),-,,P5,
1834,Cloudera,,Ldr,47,portalhso_city_ahm,-,-,-,-,-,-,Belum Convert,Untested,NIO,Portal HSO data fetch — needs GCP Cloud Run / Dataproc.,LDR,,Cloudera,L3,SSHOperator (Cloudera),-,,P5,
1835,Cloudera,,Ldr,48,portalhso_work_day,-,-,-,-,-,-,Belum Convert,Untested,NIO,Portal HSO data fetch — needs GCP Cloud Run / Dataproc.,LDR,,Cloudera,L3,SSHOperator (Cloudera),-,,P5,
1836,Cloudera,,Ldr,49,psshso_DOIntern,-,-,-,-,-,-,Belum Convert,Untested,NIO,PSS HSO ingest task — blocked on PSS ingest architecture decision.,LDR,,Cloudera,L3,SSHOperator (Cloudera),-,,P5,
1837,Cloudera,,Ldr,50,psshso_UnitType,-,-,-,-,-,-,Belum Convert,Untested,NIO,PSS HSO ingest task — blocked on PSS ingest architecture decision.,LDR,,Cloudera,L3,SSHOperator (Cloudera),-,,P5,
1838,Cloudera,,Ldr,51,psshso_UnitTypeColor,-,-,-,-,-,-,Belum Convert,Untested,NIO,PSS HSO ingest task — blocked on PSS ingest architecture decision.,LDR,,Cloudera,L3,SSHOperator (Cloudera),-,,P5,
1839,Cloudera,,Ldr,52,sap_ZPYGMMQ00040,-,-,-,-,-,-,Belum Convert,Untested,NIO,SAP RFC extract — SAP connector now available. Needs implementation.,LDR,,Cloudera,L3,SAP RFC (Dataproc),-,,P5,
1840,Cloudera,,Ldr,53,sap_ZPYGSDR00251,-,-,-,-,-,-,Belum Convert,Untested,NIO,SAP RFC extract — SAP connector now available. Needs implementation.,LDR,,Cloudera,L3,SAP RFC (Dataproc),-,,P5,
1841,Cloudera,,Ldr,54,sap_ZPYGSD_O00020_SHIPL,-,-,-,-,-,-,Belum Convert,Untested,NIO,SAP RFC extract — SAP connector now available. Needs implementation.,LDR,,Cloudera,L3,SAP RFC (Dataproc),-,,P5,
1842,Cloudera,,Ldr,55,sap_zpygsdr00039,-,-,-,-,-,-,Belum Convert,Untested,NIO,SAP RFC extract — SAP connector now available. Needs implementation.,LDR,,Cloudera,L3,SAP RFC (Dataproc),-,,P5,
1843,Cloudera,,Ldr,56,integration_pssu,-,-,-,-,-,-,Belum Convert,Untested,NIO,PSS integration — depends on PSS ingest strategy.,LDR,,Cloudera,L3,Dataproc,-,,P5,
1844,Cloudera,,Ldr,57,union_Unit,-,-,-,-,-,-,Belum Convert,Untested,NIO,Union unit data across sources.,LDR,,Cloudera,L3,Dataproc (PySpark),-,,P5,
,,,PIPELINE | PowerBILogIngestion | 00 17 * * *,,,,,,,,,Pending,,,,PowerBILogIngestion,,Cloudera,L3,,00 17 * * *,,P5,
1845,Cloudera,,Powerbilogingestion,1,pbi_logger,Python,-,-,-,-,-,Belum Convert,Untested,NIO,,PowerBILogIngestion,,Cloudera,L3,Cloud Run,00 17 * * *,,P5,
1846,Cloudera,,Powerbilogingestion,2,pbi_cleansing,Hive SQL,-,-,-,-,-,Belum Convert,Untested,NIO,,PowerBILogIngestion,,Cloudera,L3,Spark SQL SQL,00 17 * * *,,P5,
1847,Cloudera,,Powerbilogingestion,3,refresh_pbilogger,PBI Refresh,-,-,-,-,-,Belum Convert,Untested,NIO,,PowerBILogIngestion,,Cloudera,L3,Cloud Run / API,00 17 * * *,,P5,
,,,PIPELINE | dragon_customerprofilesales_cloudera | 00 17 * * *,,,,,,,,,Testing,,,"Pipeline 35. DAG + 19 PySpark + 6 SQL converted. Testing in progress (2026-05-12): Task 1 masterdealer_master2w ✅, Task 3 masterdealer ✅ (2964 rows). Task 19 customerprofilesales_unitsales sedang di-fix (BQ SQL circular ref resolved). Tasks 2,4-18 belum test. DummyOperators: SAP RFC, ManagementSimpliFy, PortalHSO, Synapse.",dragon_customerprofilesales_cloudera,,Cloudera,L3,,00 17 * * *,,P1,2026-05-12
1848,Cloudera,,Dragon Customerprofilesales Cloudera,1,start,Dummy,-,-,-,-,-,SKIP,Untested,NIO,,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1849,Cloudera,,Dragon Customerprofilesales Cloudera,2,finish,Dummy,-,-,-,-,-,SKIP,Untested,NIO,,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1850,Cloudera,,Dragon Customerprofilesales Cloudera,3,step,Dummy,-,-,-,-,-,SKIP,Untested,NIO,,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1851,Cloudera,,Dragon Customerprofilesales Cloudera,4,schedule_6AM,TimeDeltaSensor,-,-,-,-,-,SKIP,Untested,NIO,Airflow TimeDeltaSensor — dihandle Airflow,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1852,Cloudera,,Dragon Customerprofilesales Cloudera,5,com_customerprofilesales,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Compute Statistics Hive — tidak ada di Spark/GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1853,Cloudera,,Dragon Customerprofilesales Cloudera,6,inv_portalhso_dealer_territory_result,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1854,Cloudera,,Dragon Customerprofilesales Cloudera,7,inv_masterdealer,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1855,Cloudera,,Dragon Customerprofilesales Cloudera,8,inv_customerprofilesales_cdb,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1856,Cloudera,,Dragon Customerprofilesales Cloudera,9,inv_customerprofilesales_fovallowndealer,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1857,Cloudera,,Dragon Customerprofilesales Cloudera,10,inv_customerprofilesales_fovalltime,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1858,Cloudera,,Dragon Customerprofilesales Cloudera,11,inv_customerprofilesales_fovlastyear,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1859,Cloudera,,Dragon Customerprofilesales Cloudera,12,inv_customerprofilesales_kpb1,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1860,Cloudera,,Dragon Customerprofilesales Cloudera,13,inv_customerprofilesales_kpb2,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1861,Cloudera,,Dragon Customerprofilesales Cloudera,14,inv_customerprofilesales_kpb3,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1862,Cloudera,,Dragon Customerprofilesales Cloudera,15,inv_customerprofilesales_kpb4,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1863,Cloudera,,Dragon Customerprofilesales Cloudera,16,inv_customerprofilesales_lastservice,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1864,Cloudera,,Dragon Customerprofilesales Cloudera,17,inv_customerprofilesales_salesorder,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1865,Cloudera,,Dragon Customerprofilesales Cloudera,18,inv_customerprofilesales_dataservice,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1866,Cloudera,,Dragon Customerprofilesales Cloudera,19,inv_customerprofilesales_rofinal,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1867,Cloudera,,Dragon Customerprofilesales Cloudera,20,inv_customerprofilesales_unitsales,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1868,Cloudera,,Dragon Customerprofilesales Cloudera,21,inv_customerprofilesales_ring,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1869,Cloudera,,Dragon Customerprofilesales Cloudera,22,inv_customerprofilesales_servicejobtype,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1870,Cloudera,,Dragon Customerprofilesales Cloudera,23,inv_customerprofilesales_kpb,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1871,Cloudera,,Dragon Customerprofilesales Cloudera,24,inv_customerprofilesales,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,Invalidate Metadata — tidak ada di GCP,dragon_customerprofilesales_cloudera,,Cloudera,L3,SKIP (Orchestration),00 17 * * *,,P1,
1872,Cloudera,,Dragon Customerprofilesales Cloudera,25,check_masterdealer_null,PythonOperator,-,-,-,-,-,Done,Untested,NIO,Check null masterdealer — Airflow sensor,dragon_customerprofilesales_cloudera,,Cloudera,L3,Airflow (PythonOperator/Sensor),00 17 * * *,,P1,
1873,Cloudera,,Dragon Customerprofilesales Cloudera,26,masterdealer_null,SSHOperator,appendnullmasterdealer.py,-,-,-,-,Done,Untested,NIO,appendnullmasterdealer.py — Spark PySpark,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1874,Cloudera,,Dragon Customerprofilesales Cloudera,27,check_integration_ustk2,ExternalTaskSensor,-,-,-,-,-,Done,Untested,NIO,Sensor tunggu L1 USTK2 selesai,dragon_customerprofilesales_cloudera,,Cloudera,L3,Airflow (ExternalTaskSensor),00 17 * * *,,P1,
1875,Cloudera,,Dragon Customerprofilesales Cloudera,28,L1_integration_ustk2,SSHOperator,integration_ustk.sql,-,-,-,-,Done,Untested,NIO,Trigger L1 USTK2 Fabric + integration_ustk.sql,dragon_customerprofilesales_cloudera,,Cloudera,L3,Cloud Run Job,00 17 * * *,,P1,
1876,Cloudera,,Dragon Customerprofilesales Cloudera,29,check_integration_pssu,ExternalTaskSensor,-,-,-,-,-,Done,Untested,NIO,Sensor tunggu L1 PSSU selesai,dragon_customerprofilesales_cloudera,,Cloudera,L3,Airflow (ExternalTaskSensor),00 17 * * *,,P1,
1877,Cloudera,,Dragon Customerprofilesales Cloudera,30,L1_integration_pssu,SSHOperator,integration_pssu.sql,-,-,-,-,Belum Convert,Untested,NIO,SAP RFC extract zpygsdi00045_pssu + integration_pssu.sql — butuh SAP connector,dragon_customerprofilesales_cloudera,,Cloudera,L3,NEED INPUT (SAP connector GCP),00 17 * * *,,P1,
1878,Cloudera,,Dragon Customerprofilesales Cloudera,31,portalhso_dealer_territory_result,SSHOperator,dealer_territory_result.py,-,-,-,-,Belum Convert,Untested,NIO,dealer_territory_result.py — Spark PySpark,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1879,Cloudera,,Dragon Customerprofilesales Cloudera,32,ManagementSimpliFy_Branch,SSHOperator,-,-,-,-,-,Belum Convert,Untested,NIO,Trigger object Obj00125335dbo.Branch,dragon_customerprofilesales_cloudera,,Cloudera,L3,Cloud Run Job,00 17 * * *,,P1,
1880,Cloudera,,Dragon Customerprofilesales Cloudera,33,ManagementSimpliFy_Region,SSHOperator,-,-,-,-,-,Belum Convert,Untested,NIO,Trigger object Obj00125339dbo.Region,dragon_customerprofilesales_cloudera,,Cloudera,L3,Cloud Run Job,00 17 * * *,,P1,
1881,Cloudera,,Dragon Customerprofilesales Cloudera,34,master2w_Region,SSHOperator,-,-,-,-,-,Belum Convert,Untested,NIO,Trigger object Obj00125461dbo.Region,dragon_customerprofilesales_cloudera,,Cloudera,L3,Cloud Run Job,00 17 * * *,,P1,
1882,Cloudera,,Dragon Customerprofilesales Cloudera,35,masterdealer,SSHOperator,MasterDealer_Master2W.py,-,-,-,-,Done,Tested,NIO,"MasterDealer_Master2W.py + MasterDealer_Portal.py + MasterDealer.py + appendnullmasterdealer.py. Tested 2026-05-12: 2964 rows, 9 dup dealercodenew (expected).",dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1883,Cloudera,,Dragon Customerprofilesales Cloudera,36,masterdealer_delta,SSHOperator,masterdealer_delta.sql,-,-,-,-,Done,Tested,NIO,masterdealer_delta.sql → BQ SQL. Tested 2026-05-12: dependency table confirmed exist.,dragon_customerprofilesales_cloudera,,Cloudera,L3,BigQuery SQL,00 17 * * *,,P1,
1884,Cloudera,,Dragon Customerprofilesales Cloudera,37,customerprofilesales_cdb,SSHOperator,1_customerprofilesales_cdb.py,-,-,-,-,Done,Tested,NIO,1_customerprofilesales_cdb.py — Spark PySpark. Tested 2026-05-12: output table used by Task 19.,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1885,Cloudera,,Dragon Customerprofilesales Cloudera,38,customerprofilesales_fovallowndealer,SSHOperator,1_customerprofilesales_fovallowndealer.py,-,-,-,-,Done,Tested,NIO,1_customerprofilesales_fovallowndealer.py. Tested 2026-05-12.,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1886,Cloudera,,Dragon Customerprofilesales Cloudera,39,customerprofilesales_fovalltime,SSHOperator,1_customerprofilesales_fovalltime.py,-,-,-,-,Done,Tested,NIO,1_customerprofilesales_fovalltime.py. Tested 2026-05-12.,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1887,Cloudera,,Dragon Customerprofilesales Cloudera,40,customerprofilesales_fovlastyear,SSHOperator,1_customerprofilesales_fovlastyear.py,-,-,-,-,Done,Tested,NIO,1_customerprofilesales_fovlastyear.py. Tested 2026-05-12.,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1888,Cloudera,,Dragon Customerprofilesales Cloudera,41,customerprofilesales_kpb1,SSHOperator,1_customerprofilesales_kpb1.py,-,-,-,-,Done,Tested,NIO,1_customerprofilesales_kpb1.py. Tested 2026-05-12.,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1889,Cloudera,,Dragon Customerprofilesales Cloudera,42,customerprofilesales_kpb2,SSHOperator,1_customerprofilesales_kpb2.py,-,-,-,-,Done,Tested,NIO,1_customerprofilesales_kpb2.py. Tested 2026-05-12.,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1890,Cloudera,,Dragon Customerprofilesales Cloudera,43,customerprofilesales_kpb3,SSHOperator,1_customerprofilesales_kpb3.py,-,-,-,-,Done,Tested,NIO,1_customerprofilesales_kpb3.py. Tested 2026-05-12.,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1891,Cloudera,,Dragon Customerprofilesales Cloudera,44,customerprofilesales_kpb4,SSHOperator,1_customerprofilesales_kpb4.py,-,-,-,-,Done,Tested,NIO,1_customerprofilesales_kpb4.py. Tested 2026-05-12.,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1892,Cloudera,,Dragon Customerprofilesales Cloudera,45,customerprofilesales_lastservice,SSHOperator,1_customerprofilesales_lastservice.py,-,-,-,-,Done,Tested,NIO,1_customerprofilesales_lastservice.py. Tested 2026-05-12.,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1893,Cloudera,,Dragon Customerprofilesales Cloudera,46,customerprofilesales_salesorder,SSHOperator,1_customerprofilesales_salesorder.py,-,-,-,-,Done,Tested,NIO,1_customerprofilesales_salesorder.py. Tested 2026-05-12.,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1894,Cloudera,,Dragon Customerprofilesales Cloudera,47,customerprofilesales_dataservice,SSHOperator,1_customerprofilesales_dataservice.py,-,-,-,-,Done,Tested,NIO,1_customerprofilesales_dataservice.py. Tested 2026-05-12.,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1895,Cloudera,,Dragon Customerprofilesales Cloudera,48,customerprofilesales_rofinal,SSHOperator,2_customerprofilesales_rofinal.py,-,-,-,-,Done,Tested,NIO,2_customerprofilesales_rofinal.py. Tested 2026-05-12.,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1896,Cloudera,,Dragon Customerprofilesales Cloudera,49,customerprofilesales_unitsales,SSHOperator,2_customerprofilesales_unitsales.sql,-,-,-,-,Done,Untested,NIO,"2_customerprofilesales_unitsales.sql → BQ SQL. Testing 2026-05-12: fixing circular ref (UnitSalesfinal_unionexisting first-run), UNION ALL syntax, SAFE_CAST, TIMESTAMP_SUB conversions.",dragon_customerprofilesales_cloudera,,Cloudera,L3,BigQuery SQL,00 17 * * *,,P1,
1897,Cloudera,,Dragon Customerprofilesales Cloudera,50,customerprofilesales_ring,SSHOperator,3_customerprofilesales_ring.sql,-,-,-,-,Done,Untested,NIO,3_customerprofilesales_ring.sql → sudah convert,dragon_customerprofilesales_cloudera,,Cloudera,L3,Spark SQL (Dataproc),00 17 * * *,,P1,
1898,Cloudera,,Dragon Customerprofilesales Cloudera,51,customerprofilesales_servicejobtype,SSHOperator,3_customerprofilesales_servicejobtype.py,-,-,-,-,Done,Untested,NIO,3_customerprofilesales_servicejobtype.py,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1899,Cloudera,,Dragon Customerprofilesales Cloudera,52,customerprofilesales_kpb,SSHOperator,3_customerprofilesales_kpb.sql,-,-,-,-,Done,Untested,NIO,3_customerprofilesales_kpb.sql → sudah convert,dragon_customerprofilesales_cloudera,,Cloudera,L3,Spark SQL (Dataproc),00 17 * * *,,P1,
1900,Cloudera,,Dragon Customerprofilesales Cloudera,53,customerprofilesales_final,SSHOperator,4_customerprofilesales.sql,-,-,-,-,Done,Untested,NIO,4_customerprofilesales.sql → sudah convert,dragon_customerprofilesales_cloudera,,Cloudera,L3,Spark SQL (Dataproc),00 17 * * *,,P1,
1901,Cloudera,,Dragon Customerprofilesales Cloudera,54,customerprofilesales_merge_star,SSHOperator,5_CustomerProfileSales_Merge_STAR.py,-,-,-,-,Done,Untested,NIO,5_CustomerProfileSales_Merge_STAR.py — Spark PySpark,dragon_customerprofilesales_cloudera,,Cloudera,L3,Dataproc,00 17 * * *,,P1,
1902,Cloudera,,Dragon Customerprofilesales Cloudera,55,customerprofilesales_delta_final,SSHOperator,6_customerprofilesales_delta.sql,-,-,-,-,Done,Untested,NIO,6_customerprofilesales_delta.sql → sudah convert,dragon_customerprofilesales_cloudera,,Cloudera,L3,Spark SQL (Dataproc),00 17 * * *,,P1,
1903,Cloudera,,Dragon Customerprofilesales Cloudera,56,refresh_pbi,SSHOperator,CustomerProfileRO.py,-,-,-,-,Done,Untested,NIO,6 PBI Python scripts (CustomerProfileRO.py dll) → Cloud Run Job,dragon_customerprofilesales_cloudera,,Cloudera,L3,Cloud Run Job,00 17 * * *,,P1,
1904,Cloudera,,Dragon Customerprofilesales Cloudera,57,trigger_synapse,SSHOperator,-,-,-,-,-,SKIP,Untested,NIO,copyfile_cpsales.sh + trigger_customerprofilesales_synapse.sh,dragon_customerprofilesales_cloudera,,Cloudera,L3,Cloud Run Job,00 17 * * *,,P1,
,,,PIPELINE | dragon_sdue_old | 00 17 * * *,,,,,,,,,Pending,,,,dragon_sdue_old,,Cloudera,L3,,00 17 * * *,,P5,
1905,Cloudera,,Dragon Sdue Old,1,AzureExtract_CustomerProfileServiceStar,Unknown,-,-,-,-,-,SKIP,Untested,NIO,DAG tidak aktif. Data sudah ada di GCP. Tidak perlu diconvert.,dragon_sdue_old,,Cloudera,L3,SKIP (DAG paused),00 17 * * *,,P5,
1906,Cloudera,,Dragon Sdue Old,2,AzureExtract_DataRevenueStar,Unknown,-,-,-,-,-,SKIP,Untested,NIO,DAG tidak aktif. Data sudah ada di GCP. Tidak perlu diconvert.,dragon_sdue_old,,Cloudera,L3,SKIP (DAG paused),00 17 * * *,,P5,
1907,Cloudera,,Dragon Sdue Old,3,AzureExtract_PKBServiceStar,Unknown,-,-,-,-,-,SKIP,Untested,NIO,DAG tidak aktif. Data sudah ada di GCP. Tidak perlu diconvert.,dragon_sdue_old,,Cloudera,L3,SKIP (DAG paused),00 17 * * *,,P5,
1908,Cloudera,,Dragon Sdue Old,4,AzureExtract_SVMappingPitStar,Unknown,-,-,-,-,-,SKIP,Untested,NIO,DAG tidak aktif. Data sudah ada di GCP. Tidak perlu diconvert.,dragon_sdue_old,,Cloudera,L3,SKIP (DAG paused),00 17 * * *,,P5,
1909,Cloudera,,Dragon Sdue Old,5,CustomerProfileService_Star,Unknown,-,-,-,-,-,SKIP,Untested,NIO,DAG tidak aktif. Data sudah ada di GCP. Tidak perlu diconvert.,dragon_sdue_old,,Cloudera,L3,SKIP (DAG paused),00 17 * * *,,P5,
1910,Cloudera,,Dragon Sdue Old,6,DataRevenue_Star,Unknown,-,-,-,-,-,SKIP,Untested,NIO,DAG tidak aktif. Data sudah ada di GCP. Tidak perlu diconvert.,dragon_sdue_old,,Cloudera,L3,SKIP (DAG paused),00 17 * * *,,P5,
1911,Cloudera,,Dragon Sdue Old,7,ManagementSimpliFy_Branch,Unknown,-,-,-,-,-,SKIP,Untested,NIO,DAG tidak aktif. Data sudah ada di GCP. Tidak perlu diconvert.,dragon_sdue_old,,Cloudera,L3,SKIP (DAG paused),00 17 * * *,,P5,
1912,Cloudera,,Dragon Sdue Old,8,ManagementSimpliFy_Region,Unknown,-,-,-,-,-,SKIP,Untested,NIO,DAG tidak aktif. Data sudah ada di GCP. Tidak perlu diconvert.,dragon_sdue_old,,Cloudera,L3,SKIP (DAG paused),00 17 * * *,,P5,
1913,Cloudera,,Dragon Sdue Old,9,PKBServiceFinal_Star,Unknown,-,-,-,-,-,SKIP,Untested,NIO,DAG tidak aktif. Data sudah ada di GCP. Tidak perlu diconvert.,dragon_sdue_old,,Cloudera,L3,SKIP (DAG paused),00 17 * * *,,P5,
1914,Cloudera,,Dragon Sdue Old,10,SMW_DataSCP,Unknown,-,-,-,-,-,SKIP,Untested,NIO,DAG tidak aktif. Data sudah ada di GCP. Tidak perlu diconvert.,dragon_sdue_old,,Cloudera,L3,SKIP (DAG paused),00 17 * * *,,P5,
1915,Cloudera,,Dragon Sdue Old,11,SMW_PKBServiceSummary,Unknown,-,-,-,-,-,SKIP,Untested,NIO,DAG tidak aktif. Data sudah ada di GCP. Tidak perlu diconvert.,dragon_sdue_old,,Cloudera,L3,SKIP (DAG paused),00 17 * * *,,P5,
1916,Cloudera,,Dragon Sdue Old,12,SMW_UnitEntryH23Header1,Unknown,-,-,-,-,-,SKIP,Untested,NIO,DAG tidak aktif. Data sudah ada di GCP. Tidak perlu diconvert.,dragon_sdue_old,,Cloudera,L3,SKIP (DAG paused),00 17 * * *,,P5,
1917,Cloudera,,Dragon Sdue Old,13,SMW_pkbservicefinal,Unknown,-,-,-,-,-,SKIP,Untested,NIO,DAG tidak aktif. Data sudah ada di GCP. Tidak perlu diconvert.,dragon_sdue_old,,Cloudera,L3,SKIP (DAG paused),00 17 * * *,,P5,
1918,Cloudera,,Dragon Sdue Old,14,SVMappingPit_Star,Unknown,-,-,-,-,-,SKIP,Untested,NIO,DAG tidak aktif. Data sudah ada di GCP. Tidak perlu diconvert.,dragon_sdue_old,,Cloudera,L3,SKIP (DAG paused),00 17 * * *,,P5,
